Entity,Year,"Share of fish stocks within biologically sustainable levels (FAO, 2020)",Share of fish stocks that are overexploited,Code,Capture fisheries production (metric tons),"Fish, Seafood- Food supply quantity (kg/capita/yr) (FAO, 2020)",Industrial (large-scale commercial),Commodity Balances - Livestock and Fish Primary Equivalent - Freshwater Fish - 2761 - Production - 5510 - tonnes
Afghanistan,2008,,,AFG,1000.0,0.08,76840638.0,2050.0
Africa Eastern and Southern,2008,,,,3296608.5,,76840638.0,
Africa Western and Central,2008,,,,2554257.0,,76840638.0,
Albania,2008,,,ALB,5365.0,5.48,76840638.0,2497.0
Algeria,2008,,,DZA,138862.4375,4.7,76840638.0,2718.0
American Samoa,2008,,,ASM,4424.0,,76840638.0,
Andorra,2008,,,AND,0.0,,76840638.0,
Angola,2008,,,AGO,305860.0,17.07,76840638.0,25306.0
Antigua and Barbuda,2008,,,ATG,3389.0,57.42,76840638.0,
Arab World,2008,,,,2491842.375,,76840638.0,
Argentina,2008,,,ARG,999949.0,7.8,76840638.0,13692.0
Armenia,2008,,,ARM,601.0,3.19,76840638.0,4572.0
Aruba,2008,,,ABW,151.0,,76840638.0,
Australia,2008,,,AUS,212315.703125,26.05,76840638.0,32680.0
Austria,2008,,,AUT,350.0,14.51,76840638.0,2437.0
Azerbaijan,2008,,,AZE,1524.0,2.17,76840638.0,2488.0
Bahamas,2008,,,BHS,14813.0,31.67,76840638.0,0.0
Bahrain,2008,,,BHR,14176.0,,76840638.0,
Bangladesh,2008,,,BGD,1557754.0,16.52,76840638.0,2051794.0
Barbados,2008,,,BRB,3562.0,42.15,76840638.0,2.0
Belarus,2008,,,BLR,809.0,18.1,76840638.0,15445.0
Belgium,2008,,,BEL,22609.0,26.28,76840638.0,582.0
Belize,2008,,,BLZ,364274.0,15.53,76840638.0,1865.0
Benin,2008,,,BEN,37495.0,14.3,76840638.0,22948.0
Bermuda,2008,,,BMU,401.0,44.68,76840638.0,
Bhutan,2008,,,BTN,10.0,,76840638.0,
Bolivia,2008,,,BOL,61338.0,2.23,76840638.0,6418.0
Bosnia and Herzegovina,2008,,,BIH,305.0,5.65,76840638.0,7582.0
Botswana,2008,,,BWA,460.0,2.88,76840638.0,86.0
Brazil,2008,,,BRA,798943.0,7.61,76840638.0,536553.0
British Virgin Islands,2008,,,VGB,1202.0,,76840638.0,
Brunei,2008,,,BRN,2357.0,32.65,76840638.0,32.0
Bulgaria,2008,,,BGR,8864.0,6.27,76840638.0,5782.0
Burkina Faso,2008,,,BFA,11093.0,2.61,76840638.0,11498.0
Burundi,2008,,,BDI,18265.0,,76840638.0,
Cambodia,2008,,,KHM,587500.0,32.16,76840638.0,402950.0
Cameroon,2008,,,CMR,155300.0,15.7,76840638.0,75246.0
Canada,2008,,,CAN,1183314.0,22.33,76840638.0,165586.0
Cape Verde,2008,,,CPV,21119.0,13.17,76840638.0,
Caribbean Small States,2008,,,,565946.0,,76840638.0,
Cayman Islands,2008,,,CYM,125.0,,76840638.0,
Central African Republic,2008,,,CAF,31000.0,8.18,76840638.0,31140.0
Central Europe and the Baltics,2008,,,,663206.792114258,,76840638.0,
Chad,2008,,,TCD,85000.0,3.7,76840638.0,40000.0
Channel Islands,2008,,,OWID_CIS,3228.0,,76840638.0,
Chile,2008,,,CHL,3939379.0,15.17,76840638.0,630650.0
China,2008,,,CHN,15157263.0,29.72,76840638.0,20076649.0
Colombia,2008,,,COL,645653.0,5.52,76840638.0,70450.0
Comoros,2008,,,COM,22714.0,,76840638.0,
Congo,2008,,,COG,54104.0,21.8,76840638.0,29488.0
Costa Rica,2008,,,CRI,21405.0,10.35,76840638.0,22764.0
Cote d'Ivoire,2008,,,CIV,43799.0,17.36,76840638.0,6090.0
Croatia,2008,,,HRV,49068.078125,19.84,76840638.0,4503.0
Cuba,2008,,,CUB,28715.0,9.2,76840638.0,34891.0
Cyprus,2008,,,CYP,1996.0,22.37,76840638.0,77.0
Czechia,2008,,,CZE,4164.0,10.95,76840638.0,24559.0
Democratic Republic of Congo,2008,,,COD,231447.0,,76840638.0,
Denmark,2008,,,DNK,690584.0,22.19,76840638.0,23956.0
Djibouti,2008,,,DJI,1206.0,2.55,76840638.0,
Dominica,2008,,,DMA,699.0,26.81,76840638.0,20.0
Dominican Republic,2008,,,DOM,15382.0,11.48,76840638.0,1634.0
Early-demographic dividend,2008,,,,31894308.2617188,,76840638.0,
East Asia & Pacific,2008,,,,39698486.6022949,,76840638.0,
East Asia & Pacific (IDA & IBRD),2008,,,,31203005.3991699,,76840638.0,
East Asia & Pacific (excluding high income),2008,,,,31410786.1992188,,76840638.0,
Ecuador,2008,,,ECU,505571.0,8.09,76840638.0,22205.0
Egypt,2008,,,EGY,373816.0,18.19,76840638.0,669227.0
El Salvador,2008,,,SLV,53287.0,5.8,76840638.0,7577.0
Equatorial Guinea,2008,,,GNQ,5400.0,,76840638.0,
Eritrea,2008,,,ERI,1965.0,,76840638.0,
Estonia,2008,,,EST,102580.0,16.39,76840638.0,5464.0
Eswatini,2008,,,SWZ,60.0,1.37,76840638.0,40.0
Ethiopia,2008,,,ETH,17262.0,0.21,76840638.0,16795.0
Euro area,2008,,,,3542235.19836426,,76840638.0,
Europe & Central Asia,2008,,,,14370515.2764893,,76840638.0,
Europe & Central Asia (IDA & IBRD),2008,,,,4478308.078125,,76840638.0,
Europe & Central Asia (excluding high income),2008,,,,4286744.0,,76840638.0,
European Union,2008,,,,4681552.27648926,22.99,76840638.0,587391.0
Faeroe Islands,2008,,,FRO,518275.0,,76840638.0,
Fiji,2008,,,FJI,46595.0,36.13,76840638.0,572.0
Finland,2008,,,FIN,149026.0,34.91,76840638.0,52930.0
Fragile and conflict affected situations,2008,,,,4519672.69921875,,76840638.0,
France,2008,,,FRA,500203.8125,34.2,76840638.0,47416.0
French Polynesia,2008,,,PYF,12284.0,48.35,76840638.0,50.0
Gabon,2008,,,GAB,31326.0,30.15,76840638.0,10908.0
Gambia,2008,,,GMB,42881.0,28.97,76840638.0,4171.0
Georgia,2008,,,GEO,48443.0,9.54,76840638.0,499.0
Germany,2008,,,DEU,274289.0,14.71,76840638.0,54606.0
Ghana,2008,,,GHA,351231.0,27.35,76840638.0,96408.0
Gibraltar,2008,,,GIB,1.0,,76840638.0,
Greece,2008,,,GRC,85885.296875,22.06,76840638.0,8309.0
Greenland,2008,,,GRL,401789.0,,76840638.0,
Grenada,2008,,,GRD,2386.0,39.88,76840638.0,0.0
Guam,2008,,,GUM,329.0,,76840638.0,
Guatemala,2008,,,GTM,23291.0,2.02,76840638.0,5360.0
Guinea,2008,,,GIN,94513.0,8.39,76840638.0,12012.0
Guinea-Bissau,2008,,,GNB,6804.0,2.66,76840638.0,150.0
Guyana,2008,,,GUY,66668.0,18.39,76840638.0,1015.0
Haiti,2008,,,HTI,14810.0,4.52,76840638.0,712.0
Heavily indebted poor countries (HIPC),2008,,,,3651802.5,,76840638.0,
High income,2008,,,,28659767.6795654,,76840638.0,
Honduras,2008,,,HND,16104.0,3.37,76840638.0,20594.0
Hong Kong,2008,,,HKG,158126.0,63.94,76840638.0,1753.0
Hungary,2008,,,HUN,7394.0,5.79,76840638.0,23081.0
IBRD only,2008,,,,57790715.7780762,,76840638.0,
IDA & IBRD total,2008,,,,67761356.4772949,,76840638.0,
IDA blend,2008,,,,1903594.5,,76840638.0,
IDA only,2008,,,,8067046.19921875,,76840638.0,
IDA total,2008,,,,9970640.69921875,,76840638.0,
Iceland,2008,,,ISL,1306719.0,91.15,76840638.0,3727.0
India,2008,,,IND,4128727.0,5.99,76840638.0,4443578.0
Indonesia,2008,,,IDN,5019071.0,25.15,76840638.0,1594303.0
Iran,2008,,,IRN,407842.0,6.7,76840638.0,217590.0
Iraq,2008,,,IRQ,34580.0,3.09,76840638.0,45142.0
Ireland,2008,,,IRL,234819.0,21.24,76840638.0,11195.0
Isle of Man,2008,,,IMN,2770.0,,76840638.0,
Israel,2008,,,ISR,2708.0,21.99,76840638.0,15096.0
Italy,2008,,,ITA,237628.5,24.68,76840638.0,43007.0
Jamaica,2008,,,JAM,13055.0,26.84,76840638.0,6200.0
Japan,2008,,,JPN,4451463.5,55.63,76840638.0,260913.0
Jordan,2008,,,JOR,500.0,7.23,76840638.0,890.0
Kazakhstan,2008,,,KAZ,51267.0,5.65,76840638.0,55555.0
Kenya,2008,,,KEN,140613.0,3.41,76840638.0,131530.0
Kiribati,2008,,,KIR,27299.0,72.15,76840638.0,15.0
Kuwait,2008,,,KWT,3979.0,11.09,76840638.0,358.0
Kyrgyzstan,2008,,,KGZ,8.0,2.45,76840638.0,100.0
Laos,2008,,,LAO,29200.0,15.9,76840638.0,93480.0
Late-demographic dividend,2008,,,,33739516.4375,,76840638.0,
Latin America & Caribbean,2008,,,,17398262.625,,76840638.0,
Latin America & Caribbean (IDA & IBRD),2008,,,,17342323.625,,76840638.0,
Latin America & Caribbean (excluding high income),2008,,,,12993180.625,,76840638.0,
Latvia,2008,,,LVA,157934.0,24.22,76840638.0,2832.0
Least developed countries: UN classification,2008,,,,7648939.19921875,,76840638.0,
Lebanon,2008,,,LBN,3600.0,9.78,76840638.0,1225.0
Lesotho,2008,,,LSO,50.0,0.79,76840638.0,141.0
Liberia,2008,,,LBR,7890.0,3.72,76840638.0,836.0
Libya,2008,,,LBY,47650.0,,76840638.0,
Liechtenstein,2008,,,LIE,0.0,,76840638.0,
Lithuania,2008,,,LTU,182760.0,43.39,76840638.0,4713.0
Low & middle income,2008,,,,63362074.1992188,,76840638.0,
Low income,2008,,,,2076977.5,,76840638.0,
Lower middle income,2008,,,,24835891.0742188,,76840638.0,
Luxembourg,2008,,,LUX,0.0,26.35,76840638.0,
Macao,2008,,,MAC,1500.0,60.29,76840638.0,
Madagascar,2008,,,MDG,123904.0,5.82,76840638.0,35460.0
Malawi,2008,,,MWI,73389.0,5.62,76840638.0,71719.0
Malaysia,2008,,,MYS,1403373.0,57.8,76840638.0,133520.0
Maldives,2008,,,MDV,133839.0,135.63,76840638.0,
Mali,2008,,,MLI,100000.0,8.5,76840638.0,100821.0
Malta,2008,,,MLT,1391.0,31.03,76840638.0,0.0
Marshall Islands,2008,,,MHL,35103.0,,76840638.0,
Mauritania,2008,,,MRT,195328.0,7.82,76840638.0,15000.0
Mauritius,2008,,,MUS,6871.0,21.22,76840638.0,56.0
Mexico,2008,,,MEX,1587709.625,12.52,76840638.0,121751.0
Micronesia (country),2008,,,FSM,25445.0,,76840638.0,
Middle East & North Africa,2008,,,,2587138.875,,76840638.0,
Middle East & North Africa (IDA & IBRD),2008,,,,2249470.875,,76840638.0,
Middle East & North Africa (excluding high income),2008,,,,2252313.875,,76840638.0,
Middle income,2008,,,,61285096.6992188,,76840638.0,
Moldova,2008,,,MDA,36.0,15.77,76840638.0,7816.0
Monaco,2008,,,MCO,1.0,,76840638.0,
Mongolia,2008,,,MNG,88.0,0.52,76840638.0,88.0
Montenegro,2008,,,MNE,1680.0,11.48,76840638.0,1161.0
Morocco,2008,,,MAR,1006167.6875,11.35,76840638.0,5626.0
Mozambique,2008,,,MOZ,122221.0,5.78,76840638.0,28476.0
Myanmar,2008,,,MMR,1907010.0,43.1,76840638.0,1433502.0
Namibia,2008,,,NAM,419937.0,12.7,76840638.0,2820.0
Nauru,2008,,,NRU,475.0,,76840638.0,
Nepal,2008,,,NPL,21500.0,1.96,76840638.0,48750.0
Netherlands,2008,,,NLD,440291.0,21.4,76840638.0,10844.0
New Caledonia,2008,,,NCL,3919.0,26.76,76840638.0,
New Zealand,2008,,,NZL,452645.3125,26.61,76840638.0,9991.0
Nicaragua,2008,,,NIC,31446.0,4.58,76840638.0,2326.0
Niger,2008,,,NER,29960.0,2.16,76840638.0,30000.0
Nigeria,2008,,,NGA,601368.0,16.27,76840638.0,447620.0
North America,2008,,,,5790245.0,,76840638.0,
North Korea,2008,,,PRK,205000.0,11.48,76840638.0,8750.0
North Macedonia,2008,,,MKD,166.0,5.89,76840638.0,1453.0
Northern Mariana Islands,2008,,,MNP,168.0,,76840638.0,
Norway,2008,,,NOR,2586996.0,53.38,76840638.0,824907.0
OECD members,2008,,,,28675494.3389893,,76840638.0,
Oman,2008,,,OMN,151910.0,28.82,76840638.0,0.0
Other small states,2008,,,,2218281.0,,76840638.0,
Pacific island small states,2008,,,,356709.899169922,,76840638.0,
Pakistan,2008,,,PAK,470665.0,1.88,76840638.0,243255.0
Palau,2008,,,PLW,1168.19995117188,,76840638.0,
Palestine,2008,,,PSE,2843.0,,76840638.0,
Panama,2008,,,PAN,232853.0,14.08,76840638.0,3605.0
Papua New Guinea,2008,,,PNG,253855.5,,76840638.0,
Paraguay,2008,,,PRY,19400.0,3.92,76840638.0,21830.0
Peru,2008,,,PER,7408317.0,22.04,76840638.0,60393.0
Philippines,2008,,,PHL,2492829.0,35.42,76840638.0,740298.0
Poland,2008,,,POL,142496.0,11.24,76840638.0,58472.0
Portugal,2008,,,PRT,224481.0,56.29,76840638.0,405.0
Post-demographic dividend,2008,,,,20531626.7921143,,76840638.0,
Pre-demographic dividend,2008,,,,4167845.5,,76840638.0,
Puerto Rico,2008,,,PRI,2423.0,,76840638.0,
Qatar,2008,,,QAT,17688.0,,76840638.0,
Romania,2008,,,ROU,5410.0,6.35,76840638.0,17547.0
Russia,2008,,,RUS,3411736.0,21.69,76840638.0,542018.0
Rwanda,2008,,,RWA,11587.0,1.94,76840638.0,11647.0
Saint Kitts and Nevis,2008,,,KNA,1342.0,37.73,76840638.0,0.0
Saint Lucia,2008,,,LCA,1895.0,31.15,76840638.0,0.0
Saint Martin (French part),2008,,,MAF,90.0,,76840638.0,
Saint Vincent and the Grenadines,2008,,,VCT,55898.0,18.13,76840638.0,0.0
Samoa,2008,,,WSM,13899.0,47.71,76840638.0,4.0
San Marino,2008,,,SMR,0.0,,76840638.0,
Sao Tome and Principe,2008,,,STP,4575.0,27.65,76840638.0,
Saudi Arabia,2008,,,SAU,68898.0,8.42,76840638.0,3932.0
Senegal,2008,,,SEN,428299.0,26.46,76840638.0,34435.0
Serbia,2008,,,SRB,3153.0,6.46,76840638.0,10688.0
Seychelles,2008,,,SYC,69199.0,,76840638.0,
Sierra Leone,2008,,,SLE,197582.0,36.25,76840638.0,21842.0
Singapore,2008,,,SGP,3500.0,,76840638.0,
Slovakia,2008,,,SVK,1655.0,7.79,76840638.0,2726.0
Slovenia,2008,,,SVN,881.713989257813,10.81,76840638.0,1224.0
Small states,2008,,,,3140936.89916992,,76840638.0,
Solomon Islands,2008,,,SLB,27457.69921875,35.63,76840638.0,0.0
Somalia,2008,,,SOM,30000.0,,76840638.0,
South Africa,2008,,,ZAF,696112.0,6.94,76840638.0,2449.0
South Asia,2008,,,,6637383.0,,76840638.0,
South Asia (IDA & IBRD),2008,,,,6637383.0,,76840638.0,
South Korea,2008,,,KOR,1971610.0,57.77,76840638.0,32145.0
Spain,2008,,,ESP,923454.875,42.24,76840638.0,27059.0
Sri Lanka,2008,,,LKA,323888.0,20.62,76840638.0,49713.0
Sub-Saharan Africa,2008,,,,5850865.5,,76840638.0,
Sub-Saharan Africa (IDA & IBRD),2008,,,,5850865.5,,76840638.0,
Sub-Saharan Africa (excluding high income),2008,,,,5781666.5,,76840638.0,
Sudan,2008,,,SDN,68602.5,,76840638.0,
Suriname,2008,,,SUR,24132.0,16.3,76840638.0,360.0
Sweden,2008,,,SWE,231337.0,32.42,76840638.0,8878.0
Switzerland,2008,,,CHE,2084.0,17.75,76840638.0,3137.0
Syria,2008,,,SYR,6995.0,,76840638.0,
Tajikistan,2008,,,TJK,380.0,0.36,76840638.0,406.0
Tanzania,2008,,,TZA,328070.0,5.09,76840638.0,281705.0
Thailand,2008,,,THA,1915101.0,23.42,76840638.0,723328.0
Timor,2008,,,TLS,3243.0,3.49,76840638.0,51.0
Togo,2008,,,TGO,22765.0,5.56,76840638.0,5857.0
Tonga,2008,,,TON,2293.0,,76840638.0,
Trinidad and Tobago,2008,,,TTO,13833.0,19.82,76840638.0,69.0
Tunisia,2008,,,TUN,96189.75,12.71,76840638.0,2150.0
Turkey,2008,,,TUR,494118.0,7.71,76840638.0,102467.0
Turkmenistan,2008,,,TKM,15000.0,3.43,76840638.0,15025.0
Turks and Caicos Islands,2008,,,TCA,3544.0,,76840638.0,
Tuvalu,2008,,,TUV,4380.0,,76840638.0,
Uganda,2008,,,UGA,403790.0,12.42,76840638.0,455750.0
Ukraine,2008,,,UKR,234079.0,21.89,76840638.0,38036.0
United Arab Emirates,2008,,,ARE,74075.0,23.52,76840638.0,128.0
United Kingdom,2008,,,GBR,596021.0,21.25,76840638.0,144787.0
United States,2008,,,USA,4606530.0,21.58,76840638.0,607227.0
United States Virgin Islands,2008,,,VIR,1314.0,,76840638.0,
Upper middle income,2008,,,,36449205.625,,76840638.0,
Uruguay,2008,,,URY,108860.0,7.5,76840638.0,655.0
Uzbekistan,2008,,,UZB,3800.0,0.45,76840638.0,6831.0
Vanuatu,2008,,,VUT,172595.0,35.15,76840638.0,20.0
Venezuela,2008,,,VEN,311055.0,13.26,76840638.0,27641.0
Vietnam,2008,,,VNM,2077762.0,30.27,76840638.0,2077000.0
Yemen,2008,,,YEM,132062.0,2.73,76840638.0,
Zambia,2008,,,ZMB,107601.0,6.78,76840638.0,85043.0
Zimbabwe,2008,,,ZWE,92054.0,1.15,76840638.0,13102.0
Africa,2008,,,,,10.13,76840638.0,2903216.0
Americas,2008,,,,,14.07,76840638.0,2394045.0
Asia,2008,,,,,20.11,76840638.0,35063540.0
"Asia, Central",2008,,,,,2.21,76840638.0,77917.0
Australia & New Zealand,2008,,,,,26.14,76840638.0,42671.0
Caribbean,2008,,,,,11.25,76840638.0,43528.0
Central America,2008,,,,,10.6,76840638.0,185842.0
Eastern Africa,2008,,,,,4.26,76840638.0,1131283.0
Eastern Asia,2008,,,,,32.53,76840638.0,20553555.0
Eastern Europe,2008,,,,,17.5,76840638.0,735482.0
Europe,2008,,,,,22.3,76840638.0,2045781.0
"Europe, Western",2008,,,,,22.52,76840638.0,119022.0
Land Locked Developing Countries,2008,,,,,3.41,76840638.0,1134644.0
Least Developed Countries,2008,,,,,11.12,76840638.0,5440976.0
Low Income Food Deficit Countries,2008,,,,,7.14,76840638.0,8875851.0
Melanesia,2008,,,OWID_MNS,,34.63,76840638.0,592.0
Micronesia (region),2008,,,,,72.15,76840638.0,15.0
Middle Africa,2008,,,,,14.14,76840638.0,212088.0
Net Food Importing Developing Countries,2008,,,,,10.59,76840638.0,6722476.0
Netherlands Antilles,2008,,,ANT,,26.2,76840638.0,
Northern Africa,2008,,,,,10.81,76840638.0,744621.0
Northern America,2008,,,,,21.66,76840638.0,772813.0
Northern Europe,2008,,,,,25.61,76840638.0,1083389.0
Oceania,2008,,,,,27.19,76840638.0,43332.0
Polynesia,2008,,,OWID_PYA,,48.09,76840638.0,54.0
Small island developing States,2008,,,,,13.65,76840638.0,47686.0
South America,2008,,,,,9.05,76840638.0,1391862.0
South Eastern Asia,2008,,,,,30.5,76840638.0,7198464.0
Southern Africa,2008,,,,,6.69,76840638.0,5536.0
Southern Asia,2008,,,,,6.6,76840638.0,7056730.0
Southern Europe,2008,,,,,29.21,76840638.0,107888.0
Sudan (former),2008,,,,,1.74,76840638.0,64900.0
Taiwan,2008,,,TWN,,31.49,76840638.0,173257.0
Western Africa,2008,,,,,15.44,76840638.0,809688.0
Western Asia,2008,,,,,7.79,76840638.0,176874.0
World,2009,69.55380577,30.44619423,OWID_WRL,90266893.424,18.46,75728150.0,44828548.0
Afghanistan,2009,,,AFG,1000.0,0.07,75728150.0,2050.0
Africa Eastern and Southern,2009,,,,3209702.0,,75728150.0,
Africa Western and Central,2009,,,,2637165.0,,75728150.0,
Albania,2009,,,ALB,5811.0,5.9,75728150.0,2659.0
Algeria,2009,,,DZA,127777.0,4.75,75728150.0,2091.0
American Samoa,2009,,,ASM,4944.0,,75728150.0,
Andorra,2009,,,AND,0.0,,75728150.0,
Angola,2009,,,AGO,272042.0,16.17,75728150.0,15038.0
Antigua and Barbuda,2009,,,ATG,2416.0,56.22,75728150.0,
Arab World,2009,,,,2760764.61328125,,75728150.0,
Argentina,2009,,,ARG,872632.0,6.1,75728150.0,18598.0
Armenia,2009,,,ARM,619.0,3.4,75728150.0,5043.0
Aruba,2009,,,ABW,163.0,,75728150.0,
Australia,2009,,,AUS,200064.5,25.09,75728150.0,37154.0
Austria,2009,,,AUT,350.0,13.69,75728150.0,2491.0
Azerbaijan,2009,,,AZE,1206.0,2.18,75728150.0,2165.0
Bahamas,2009,,,BHS,13809.830078125,29.23,75728150.0,0.0
Bahrain,2009,,,BHR,16356.0,,75728150.0,
Bangladesh,2009,,,BGD,1821579.0,18.56,75728150.0,2240480.0
Barbados,2009,,,BRB,3507.0,39.94,75728150.0,2.0
Belarus,2009,,,BLR,826.0,18.03,75728150.0,16484.0
Belgium,2009,,,BEL,21737.0,24.36,75728150.0,987.0
Belize,2009,,,BLZ,304217.0,15.68,75728150.0,1613.0
Benin,2009,,,BEN,38928.0,13.34,75728150.0,24717.0
Bermuda,2009,,,BMU,416.0,44.6,75728150.0,
Bhutan,2009,,,BTN,8.0,,75728150.0,
Bolivia,2009,,,BOL,35453.0,2.07,75728150.0,7343.0
Bosnia and Herzegovina,2009,,,BIH,305.0,5.63,75728150.0,7660.0
Botswana,2009,,,BWA,1699.0,3.51,75728150.0,73.0
Brazil,2009,,,BRA,834553.0,8.32,75728150.0,570660.0
British Virgin Islands,2009,,,VGB,1201.0,,75728150.0,
Brunei,2009,,,BRN,1958.0,28.76,75728150.0,36.0
Bulgaria,2009,,,BGR,8978.0,6.47,75728150.0,7537.0
Burkina Faso,2009,,,BFA,11800.0,4.3,75728150.0,12005.0
Burundi,2009,,,BDI,12615.0,,75728150.0,
Cambodia,2009,,,KHM,650000.0,34.64,75728150.0,437595.0
Cameroon,2009,,,CMR,172000.0,18.18,75728150.0,75546.0
Canada,2009,,,CAN,1046704.0,23.02,75728150.0,178450.0
Cape Verde,2009,,,CPV,19213.0,13.39,75728150.0,
Caribbean Small States,2009,,,,519582.830078125,,75728150.0,
Cayman Islands,2009,,,CYM,125.0,,75728150.0,
Central African Republic,2009,,,CAF,33000.0,8.76,75728150.0,33140.0
Central Europe and the Baltics,2009,,,,740364.759033203,,75728150.0,
Chad,2009,,,TCD,88000.0,3.61,75728150.0,40000.0
Channel Islands,2009,,,OWID_CIS,2649.0,,75728150.0,
Chile,2009,,,CHL,3821819.0,14.2,75728150.0,605566.0
China,2009,,,CHN,15062980.0,31.18,75728150.0,21195434.0
Colombia,2009,,,COL,511846.0,5.52,75728150.0,85204.0
Comoros,2009,,,COM,44745.0,,75728150.0,
Congo,2009,,,COG,61218.0,22.77,75728150.0,28484.0
Costa Rica,2009,,,CRI,19814.0,11.02,75728150.0,22179.0
Cote d'Ivoire,2009,,,CIV,42893.0,19.13,75728150.0,7339.0
Croatia,2009,,,HRV,55790.5,18.64,75728150.0,5491.0
Cuba,2009,,,CUB,28892.0,8.06,75728150.0,33697.0
Cyprus,2009,,,CYP,1409.0,21.85,75728150.0,90.0
Czechia,2009,,,CZE,4112.0,10.06,75728150.0,24183.0
Democratic Republic of Congo,2009,,,COD,228363.0,,75728150.0,
Denmark,2009,,,DNK,777752.0,23.15,75728150.0,32315.0
Djibouti,2009,,,DJI,1058.0,2.3,75728150.0,
Dominica,2009,,,DMA,772.0,29.93,75728150.0,20.0
Dominican Republic,2009,,,DOM,14233.0,11.42,75728150.0,453.0
Early-demographic dividend,2009,,,,31489341.8046875,,75728150.0,
East Asia & Pacific,2009,,,,39315459.1601563,,75728150.0,
East Asia & Pacific (IDA & IBRD),2009,,,,31394074.6289063,,75728150.0,
East Asia & Pacific (excluding high income),2009,,,,31604454.6289063,,75728150.0,
Ecuador,2009,,,ECU,498679.0,8.3,75728150.0,39185.0
Egypt,2009,,,EGY,387399.0,18.28,75728150.0,706868.0
El Salvador,2009,,,SLV,48424.0,7.59,75728150.0,6959.0
Equatorial Guinea,2009,,,GNQ,7669.0,,75728150.0,
Eritrea,2009,,,ERI,3330.0,,75728150.0,
Estonia,2009,,,EST,98504.0,15.02,75728150.0,5469.0
Eswatini,2009,,,SWZ,60.0,1.4,75728150.0,103.0
Ethiopia,2009,,,ETH,17050.0,0.19,75728150.0,17072.0
Euro area,2009,,,,3456693.6809082,,75728150.0,
Europe & Central Asia,2009,,,,14562089.3808594,,75728150.0,
Europe & Central Asia (IDA & IBRD),2009,,,,4938224.69995117,,75728150.0,
Europe & Central Asia (excluding high income),2009,,,,4658541.19995117,,75728150.0,
European Union,2009,,,,4741021.1809082,22.81,75728150.0,593996.0
Faeroe Islands,2009,,,FRO,351117.0,,75728150.0,
Fiji,2009,,,FJI,46387.0,34.53,75728150.0,345.0
Finland,2009,,,FIN,155101.0,34.27,75728150.0,52965.0
Fragile and conflict affected situations,2009,,,,4660614.6328125,,75728150.0,
France,2009,,,FRA,440359.3125,34.52,75728150.0,44757.0
French Polynesia,2009,,,PYF,13374.0,48.27,75728150.0,50.0
Gabon,2009,,,GAB,29589.0,30.64,75728150.0,10810.0
Gambia,2009,,,GMB,45884.0,29.12,75728150.0,4466.0
Georgia,2009,,,GEO,50026.0,8.11,75728150.0,490.0
Germany,2009,,,DEU,244055.0,14.27,75728150.0,52005.0
Ghana,2009,,,GHA,324585.0,25.04,75728150.0,100673.0
Gibraltar,2009,,,GIB,1.0,,75728150.0,
Greece,2009,,,GRC,83181.796875,21.33,75728150.0,5792.0
Greenland,2009,,,GRL,360423.0,,75728150.0,
Grenada,2009,,,GRD,2648.0,36.74,75728150.0,0.0
Guam,2009,,,GUM,462.0,,75728150.0,
Guatemala,2009,,,GTM,20149.0,1.58,75728150.0,5360.0
Guinea,2009,,,GIN,127746.0,11.5,75728150.0,14019.0
Guinea-Bissau,2009,,,GNB,6721.0,1.71,75728150.0,150.0
Guyana,2009,,,GUY,72336.0,24.55,75728150.0,1143.0
Haiti,2009,,,HTI,16010.0,4.94,75728150.0,825.0
Heavily indebted poor countries (HIPC),2009,,,,3816566.0,,75728150.0,
High income,2009,,,,27561267.5422363,,75728150.0,
Honduras,2009,,,HND,13498.0,2.28,75728150.0,14332.0
Hong Kong,2009,,,HKG,158965.0,68.85,75728150.0,1459.0
Hungary,2009,,,HUN,6366.0,5.24,75728150.0,21191.0
IBRD only,2009,,,,57494661.1882324,,75728150.0,
IDA & IBRD total,2009,,,,67981501.8171387,,75728150.0,
IDA blend,2009,,,,1903532.734375,,75728150.0,
IDA only,2009,,,,8583307.89453125,,75728150.0,
IDA total,2009,,,,10486840.6289063,,75728150.0,
Iceland,2009,,,ISL,1164638.0,90.74,75728150.0,3429.0
India,2009,,,IND,4094756.0,5.59,75728150.0,4411235.0
Indonesia,2009,,,IDN,5128007.0,25.55,75728150.0,1729847.0
Iran,2009,,,IRN,420372.0,7.19,75728150.0,247375.0
Iraq,2009,,,IRQ,28245.0,2.91,75728150.0,40670.0
Ireland,2009,,,IRL,298584.0,22.47,75728150.0,13732.0
Isle of Man,2009,,,IMN,3555.0,,75728150.0,
Israel,2009,,,ISR,2714.0,20.95,75728150.0,15650.0
Italy,2009,,,ITA,254520.0,24.84,75728150.0,44514.0
Jamaica,2009,,,JAM,16154.0,25.67,75728150.0,5430.0
Japan,2009,,,JPN,4243057.5,53.65,75728150.0,313132.0
Jordan,2009,,,JOR,569.0,6.94,75728150.0,790.0
Kazakhstan,2009,,,KAZ,38170.0,3.9,75728150.0,34943.0
Kenya,2009,,,KEN,141063.0,3.32,75728150.0,132915.0
Kiribati,2009,,,KIR,39426.0,73.89,75728150.0,12.0
Kuwait,2009,,,KWT,4708.0,17.7,75728150.0,372.0
Kyrgyzstan,2009,,,KGZ,10.0,1.89,75728150.0,143.0
